symbol,date,release_time
CAPL,2019-11-07,amc
TCP,2019-11-07,bmo
PLYM,2019-11-07,bmo
CRBP,2019-11-07,bmo
KSHB,2019-11-07,amc
STMP,2019-11-07,amc
PLUG,2019-11-07,bmo
ZTS,2019-11-07,bmo
YELP,2019-11-07,amc
HII,2019-11-07,bmo
UNIT,2019-11-07,amc
SNH,2019-11-07,bmo
SSW,2019-11-07,bmo
MITK,2019-11-07,amc
SRPT,2019-11-07,amc
APD,2019-11-07,bmo
RL,2019-11-07,bmo
GLP,2019-11-07,bmo
CNP,2019-11-07,bmo
WATT,2019-11-07,amc
DISCA,2019-11-07,bmo
CLVS,2019-11-07,bmo
CATB,2019-11-07,bmo
G,2019-11-07,amc
ROSE,2019-11-07,amc
MBUU,2019-11-07,bmo
GTN,2019-11-07,bmo
NRG,2019-11-07,bmo
QNST,2019-11-07,amc
PEN,2019-11-07,amc
GDOT,2019-11-07,amc
GFN,2019-11-07,bmo
MNST,2019-11-07,amc
KDP,2019-11-07,bmo
AXSM,2019-11-07,bmo
PGTI,2019-11-07,bmo
AG,2019-11-07,bmo
JCI,2019-11-07,bmo
CORE,2019-11-07,bmo
DISH,2019-11-07,bmo
CNQ,2019-11-07,bmo
AMC,2019-11-07,bmo
ADNT,2019-11-07,bmo
NVCN,2019-11-07,amc
TIVO,2019-11-07,amc
ZG,2019-11-07,amc
SNDX,2019-11-07,amc
AXAS,2019-11-07,amc
ABC,2019-11-07,bmo
CWH,2019-11-07,amc
PCTI,2019-11-07,amc
CAMT,2019-11-07,bmo
HL,2019-11-07,bmo
COLD,2019-11-07,amc
GH,2019-11-07,amc
TRGP,2019-11-07,bmo
AL,2019-11-07,amc
CORT,2019-11-07,amc
DHX,2019-11-07,amc
EYE,2019-11-07,bmo
PCRX,2019-11-07,bmo
NCLH,2019-11-07,bmo
AQN,2019-11-07,amc
NBL,2019-11-07,bmo
MATX,2019-11-07,amc
AY,2019-11-07,bmo
SGMS,2019-11-07,amc
LGF.A,2019-11-07,amc
SOHO,2019-11-07,bmo
OGE,2019-11-07,bmo
ENLC,2019-11-07,amc
PEIX,2019-11-07,amc
SBH,2019-11-07,bmo
AZUL,2019-11-07,bmo
TGNA,2019-11-07,bmo
BE,2019-11-07,amc
CTRE,2019-11-07,amc
TSG,2019-11-07,bmo
SCM,2019-11-07,bmo
WPRT,2019-11-07,amc
GOGO,2019-11-07,bmo
BCC,2019-11-07,bmo
VSTO,2019-11-07,bmo
KOP,2019-11-07,bmo
SEAS,2019-11-07,bmo
TU,2019-11-07,bmo
SPPI,2019-11-07,amc
GEN,2019-11-07,bmo
ARNA,2019-11-07,amc
ALTR,2019-11-07,amc
AVID,2019-11-07,amc
TRHC,2019-11-07,amc
NHI,2019-11-07,bmo
PETQ,2019-11-07,amc
FSK,2019-11-07,amc
PNW,2019-11-07,bmo
EPAM,2019-11-07,bmo
ZIOP,2019-11-07,amc
XRAY,2019-11-07,bmo
TWI,2019-11-07,bmo
INVE,2019-11-07,amc
ICL,2019-11-07,bmo
CMCO,2019-11-07,bmo
ACRS,2019-11-07,amc
GSAT,2019-11-07,--
MMI,2019-11-07,amc
MTW,2019-11-07,amc
AMRS,2019-11-07,amc
BRY,2019-11-07,bmo
VIVO,2019-11-07,bmo
EVC,2019-11-07,amc
TDC,2019-11-07,amc
TTI,2019-11-07,bmo
SVMK,2019-11-07,amc
CRK,2019-11-07,bmo
CPST,2019-11-07,amc
ENV,2019-11-07,amc
WMMVY,2019-11-07,--
MTD,2019-11-07,amc
BAP,2019-11-07,amc
NLOK,2019-11-07,amc
BCH,2019-11-07,--
COVTY,2019-11-07,--
OPHLF,2019-11-07,--
NWS,2019-11-07,amc
NWSA,2019-11-07,amc
AMH,2019-11-07,amc
CABO,2019-11-07,amc
NLSN,2019-11-07,bmo
CDAY,2019-11-07,amc
WBC,2019-11-07,--
INXN,2019-11-07,bmo
PEGA,2019-11-07,amc
TXG,2019-11-07,amc
NET,2019-11-07,amc
RBA,2019-11-07,amc
VSAT,2019-11-07,amc
TEO,2019-11-07,amc
NOMD,2019-11-07,bmo
SATS,2019-11-07,bmo
NCR,2019-11-07,amc
EAF,2019-11-07,bmo
JJSF,2019-11-07,amc
SWCH,2019-11-07,amc
BBU,2019-11-07,bmo
AVA,2019-11-07,bmo
SUBCY,2019-11-07,--
THS,2019-11-07,bmo
ESI,2019-11-07,bmo
RLJ,2019-11-07,amc
LPSN,2019-11-07,amc
CCOI,2019-11-07,bmo
STRA,2019-11-07,bmo
WWW,2019-11-07,bmo
HAIN,2019-11-07,bmo
MIME,2019-11-07,amc
EVOP,2019-11-07,bmo
COMM,2019-11-07,bmo
KTB,2019-11-07,bmo
WMS,2019-11-07,bmo
ARGO,2019-11-07,amc
FSLY,2019-11-07,amc
ZGNX,2019-11-07,amc
WSC,2019-11-07,amc
USPH,2019-11-07,bmo
CLNC,2019-11-07,amc
COT,2019-11-07,bmo
STNG,2019-11-07,bmo
TAC,2019-11-07,bmo
FOCS,2019-11-07,bmo
JAG,2019-11-07,amc
PRAA,2019-11-07,amc
SYNA,2019-11-07,amc
EB,2019-11-07,amc
CPK,2019-11-07,bmo
RVLV,2019-11-07,amc
TROX,2019-11-07,amc
SEMG,2019-11-07,amc
BOLD,2019-11-07,amc
MSGN,2019-11-07,bmo
BFS,2019-11-07,--
SCPL,2019-11-07,amc
PRFT,2019-11-07,bmo
VRTU,2019-11-07,amc
DRNA,2019-11-07,amc
TGI,2019-11-07,bmo
BEDU,2019-11-07,amc
RLGY,2019-11-07,bmo
MNRL,2019-11-07,amc
NVMI,2019-11-07,bmo
SWAV,2019-11-07,amc
SCU,2019-11-07,bmo
NBLX,2019-11-07,bmo
IHRT,2019-11-07,bmo
NVEE,2019-11-07,amc
FOR,2019-11-07,amc
AMPH,2019-11-07,amc
ATNX,2019-11-07,bmo
AXDX,2019-11-07,amc
HNGR,2019-11-07,amc
GSBD,2019-11-07,amc
ONTO,2019-11-07,amc
DESP,2019-11-07,bmo
PACB,2019-11-07,--
BVNRY,2019-11-07,bmo
INSW,2019-11-07,bmo
BBAR,2019-11-07,amc
UEIC,2019-11-07,amc
SVM,2019-11-07,amc
FLXN,2019-11-07,amc
ATRA,2019-11-07,bmo
IPHS,2019-11-07,--
CEVA,2019-11-07,bmo
UMH,2019-11-07,amc
MOD,2019-11-07,amc
KIDS,2019-11-07,amc
FLMN,2019-11-07,amc
FC,2019-11-07,amc
PRTY,2019-11-07,bmo
CYRX,2019-11-07,amc
AUTL,2019-11-07,bmo
GRBK,2019-11-07,amc
ADVM,2019-11-07,amc
CUTR,2019-11-07,amc
AGS,2019-11-07,amc
GDEN,2019-11-07,amc
PAR,2019-11-07,amc
LXRX,2019-11-07,bmo
CHUY,2019-11-07,amc
PVAC,2019-11-07,amc
SRLP,2019-11-07,bmo
TRUE,2019-11-07,amc
KRP,2019-11-07,bmo
TAST,2019-11-07,bmo
NNBR,2019-11-07,amc
TPCO,2019-11-07,amc
SIEN,2019-11-07,amc
SFST,2019-11-07,--
XOG,2019-11-07,amc
PFNX,2019-11-07,amc
PLSE,2019-11-07,amc
HALL,2019-11-07,amc
ESTE,2019-11-07,bmo
WHF,2019-11-07,bmo
CTMX,2019-11-07,amc
INWK,2019-11-07,amc
DNN,2019-11-07,amc
JYNT,2019-11-07,amc
ECOM,2019-11-07,bmo
RMNI,2019-11-07,amc
CBB,2019-11-07,bmo
GLYC,2019-11-07,bmo
GWRS,2019-11-07,bmo
ARLO,2019-11-07,amc
EYPT,2019-11-07,bmo
NDLS,2019-11-07,amc
SFE,2019-11-07,bmo
TNAV,2019-11-07,amc
EVFM,2019-11-07,bmo
FARM,2019-11-07,amc
SYRS,2019-11-07,--
CMBM,2019-11-07,amc
CRHM,2019-11-07,amc
CELH,2019-11-07,bmo
GPX,2019-11-07,bmo
AKG,2019-11-07,bmo
MR,2019-11-07,amc
CLFD,2019-11-07,amc
NGS,2019-11-07,bmo
UEPS,2019-11-07,amc
LCUT,2019-11-07,bmo
RLH,2019-11-07,amc
ALDX,2019-11-07,bmo
ARCT,2019-11-07,amc
CELC,2019-11-07,amc
XFOR,2019-11-07,bmo
CNCE,2019-11-07,bmo
PANL,2019-11-07,amc
RDCM,2019-11-07,bmo
SBBP,2019-11-07,bmo
CSU,2019-11-07,bmo
KALA,2019-11-07,bmo
JNCE,2019-11-07,bmo
GDP,2019-11-07,bmo
ADMS,2019-11-07,amc
AGFS,2019-11-07,amc
XONE,2019-11-07,amc
MNTX,2019-11-07,amc
AIRG,2019-11-07,amc
NNA,2019-11-07,bmo
TUSK,2019-11-07,amc
CEMI,2019-11-07,amc
IDN,2019-11-07,amc
LIVX,2019-11-07,bmo
STKS,2019-11-07,amc
MOGO,2019-11-07,amc
NH,2019-11-07,amc
CBIO,2019-11-07,--
ENT,2019-11-07,amc
IGXT,2019-11-07,amc
SBPH,2019-11-07,--
NLS,2019-11-07,amc
AP,2019-11-07,bmo
SVRA,2019-11-07,amc
ASM,2019-11-07,amc
WTRH,2019-11-07,amc
CTHR,2019-11-07,amc
OSS,2019-11-07,amc
PLX,2019-11-07,bmo
LKSD,2019-11-07,bmo
AUTO,2019-11-07,amc
ARTH,2019-11-07,--
JAKK,2019-11-07,bmo
IRIX,2019-11-07,amc
UFAB,2019-11-07,bmo
MGEN,2019-11-07,amc
LLEX,2019-11-07,--
LPTH,2019-11-07,amc
ALRN,2019-11-07,bmo
BNGO,2019-11-07,amc
EMAN,2019-11-07,bmo
CAPR,2019-11-07,amc
GNMX,2019-11-07,--
KEG,2019-11-07,amc
VIVE,2019-11-07,amc
ENB,2019-11-08,bmo
INTT,2019-11-08,bmo
DUK,2019-11-08,bmo
GNL,2019-11-08,bmo
UNT,2019-11-08,bmo
AEE,2019-11-08,bmo
STWD,2019-11-08,bmo
HMC,2019-11-08,bmo
SMLP,2019-11-08,bmo
EPAY,2019-11-08,bmo
BSTC,2019-11-08,--
AVEO,2019-11-08,--
FLY,2019-11-08,bmo
ATNM,2019-11-08,--
MGA,2019-11-08,bmo
YPF,2019-11-08,--
TGTX,2019-11-08,--
PVL,2019-11-08,--
USCR,2019-11-08,bmo
ESNT,2019-11-08,bmo
ACRE,2019-11-08,bmo
CLNY,2019-11-08,bmo
OBLN,2019-11-08,bmo
GTX,2019-11-08,bmo
NTEC,2019-11-08,--
SDPI,2019-11-08,bmo
CLMT,2019-11-08,--
SRNE,2019-11-08,--
ABEO,2019-11-08,--
SSP,2019-11-08,bmo
EIGR,2019-11-08,--
REV,2019-11-08,--
MSG,2019-11-08,bmo
ZEUS,2019-11-08,bmo
ERF,2019-11-08,bmo
OFS,2019-11-08,bmo
DSDVY,2019-11-08,--
AER,2019-11-08,bmo
UI,2019-11-08,--
BRFS,2019-11-08,bmo
SVC,2019-11-08,bmo
ELP,2019-11-08,--
DRH,2019-11-08,bmo
NEXT,2019-11-08,--
YORW,2019-11-08,--
ETM,2019-11-08,bmo
KDMN,2019-11-08,--
GNLN,2019-11-08,bmo
AKTS,2019-11-08,--
GNE,2019-11-08,bmo
IMV,2019-11-08,bmo
VBIV,2019-11-08,--
UTSI,2019-11-08,bmo
FBIO,2019-11-08,--
CKPT,2019-11-08,--
SELB,2019-11-08,bmo
BTAI,2019-11-08,--
CAAS,2019-11-08,--
RMBL,2019-11-08,--
TRCH,2019-11-08,--
PFMT,2019-11-08,--
HCAP,2019-11-08,bmo
VTNR,2019-11-08,bmo
PLXP,2019-11-08,bmo
ADMP,2019-11-08,--
LPTX,2019-11-08,--
ACER,2019-11-08,--
AZRX,2019-11-08,--
SNGX,2019-11-08,--
MYOS,2019-11-08,bmo
CYTR,2019-11-08,--
TNXP,2019-11-08,--
ACB,2019-11-11,--
KEM,2019-11-11,bmo
DXC,2019-11-11,amc
CTEK,2019-11-11,bmo
IFNNY,2019-11-11,--
FNV,2019-11-11,amc
UGI,2019-11-11,amc
FOE,2019-11-11,amc
ASUR,2019-11-11,amc
APYX,2019-11-11,amc
CGEN,2019-11-11,bmo
TME,2019-11-11,amc
FGEN,2019-11-11,amc
NEPT,2019-11-11,bmo
HBM,2019-11-11,amc
FOLD,2019-11-11,bmo
LBRDK,2019-11-11,amc
FWONK,2019-11-11,bmo
LSXMK,2019-11-11,bmo
GLIBA,2019-11-11,amc
QRTEA,2019-11-11,bmo
ICUI,2019-11-11,amc
NFE,2019-11-11,amc
GO,2019-11-11,amc
ALEC,2019-11-11,--
BATRK,2019-11-11,bmo
PAM,2019-11-11,--
QTT,2019-11-11,--
NGM,2019-11-11,--
TDW,2019-11-11,amc
AKRO,2019-11-11,--
NXTC,2019-11-11,--
IMXI,2019-11-11,amc
CEPU,2019-11-11,amc
URGN,2019-11-11,--
SIBN,2019-11-11,amc
VFF,2019-11-11,--
CSTL,2019-11-11,amc
OBSV,2019-11-11,bmo
APLT,2019-11-11,--
ROAN,2019-11-11,--
FOMX,2019-11-11,amc
KMDA,2019-11-11,--
CMLS,2019-11-11,amc
NINE,2019-11-11,bmo
PIRS,2019-11-11,bmo
GRWG,2019-11-11,bmo
MTNB,2019-11-11,--
CDOR,2019-11-11,--
RMTI,2019-11-11,amc
CPKF,2019-11-11,--
AXLA,2019-11-11,--
IDYA,2019-11-11,--
CELP,2019-11-11,--
MLND,2019-11-11,--
KINS,2019-11-11,amc
PSTL,2019-11-11,bmo
LONE,2019-11-11,amc
PFSW,2019-11-11,bmo
SMTX,2019-11-11,amc
CRAWA,2019-11-11,--
NTGN,2019-11-11,--
TRVI,2019-11-11,--
INMB,2019-11-11,--
CRR,2019-11-11,bmo
UMRX,2019-11-11,--
PRCP,2019-11-11,amc
MORF,2019-11-11,--
CNFR,2019-11-11,amc
ONCY,2019-11-11,--
SNES,2019-11-11,--
TMDI,2019-11-11,--
CYCC,2019-11-11,--
CRON,2019-11-12,bmo
TLRY,2019-11-12,amc
CSIQ,2019-11-12,amc
SWKS,2019-11-12,amc
NOG,2019-11-12,bmo
YY,2019-11-12,amc
EDIT,2019-11-12,bmo
AAP,2019-11-12,bmo
AZRE,2019-11-12,--
TRXC,2019-11-12,amc
TSN,2019-11-12,bmo
DHI,2019-11-12,bmo
DQ,2019-11-12,bmo
ROK,2019-11-12,bmo
HIIQ,2019-11-12,amc
RUN,2019-11-12,amc
CBS,2019-11-12,bmo
HUYA,2019-11-12,amc
VLRX,2019-11-12,amc
CPRX,2019-11-12,amc
INO,2019-11-12,amc
BLFS,2019-11-12,amc
DF,2019-11-12,bmo
LIN,2019-11-12,bmo
SNSS,2019-11-12,amc
TWOU,2019-11-12,amc
AEIS,2019-11-12,bmo
OGEN,2019-11-12,--
SAGE,2019-11-12,bmo
ACM,2019-11-12,bmo
CLNE,2019-11-12,bmo
MTSI,2019-11-12,amc
CPIX,2019-11-12,--
GALT,2019-11-12,--
IIVI,2019-11-12,bmo
CARB,2019-11-12,amc
PTN,2019-11-12,--
ADT,2019-11-12,amc
XON,2019-11-12,bmo
SCON,2019-11-12,bmo
BDSI,2019-11-12,amc
GEVO,2019-11-12,amc
SSTI,2019-11-12,amc
HTHT,2019-11-12,amc
ADRO,2019-11-12,--
SENS,2019-11-12,amc
MAG,2019-11-12,--
GARS,2019-11-12,amc
OCUL,2019-11-12,bmo
ADES,2019-11-12,amc
CWCO,2019-11-12,bmo
TVTY,2019-11-12,amc
ALT,2019-11-12,--
GTT,2019-11-12,bmo
ERJ,2019-11-12,bmo
RANJY,2019-11-12,--
SE,2019-11-12,bmo
DDOG,2019-11-12,amc
ATEYY,2019-11-12,--
DOX,2019-11-12,amc
DSCSY,2019-11-12,--
GWR,2019-11-12,--
RETA,2019-11-12,bmo
IAA,2019-11-12,bmo
SEKEY,2019-11-12,--
SDC,2019-11-12,amc
ADPT,2019-11-12,amc
PSN,2019-11-12,bmo
KNCAY,2019-11-12,--
KWR,2019-11-12,amc
HALO,2019-11-12,amc
CNNE,2019-11-12,bmo
EPC,2019-11-12,bmo
BPMP,2019-11-12,bmo
NBRV,2019-11-12,amc
VREX,2019-11-12,amc
HCAT,2019-11-12,amc
MCRN,2019-11-12,amc
MDOMF,2019-11-12,--
CVET,2019-11-12,bmo
CBPX,2019-11-12,amc
ODT,2019-11-12,--
YMAB,2019-11-12,--
CDLX,2019-11-12,amc
EGRX,2019-11-12,bmo
SCSC,2019-11-12,amc
RDNT,2019-11-12,bmo
RUBY,2019-11-12,--
ORGO,2019-11-12,amc
EXPI,2019-11-12,--
TH,2019-11-12,amc
FIXX,2019-11-12,--
SLDB,2019-11-12,--
MIST,2019-11-12,--
JMIA,2019-11-12,bmo
AKBA,2019-11-12,bmo
CRNX,2019-11-12,--
DPLO,2019-11-12,bmo
OPRT,2019-11-12,amc
ESTA,2019-11-12,bmo
OPTN,2019-11-12,amc
LEGH,2019-11-12,--
ACIU,2019-11-12,--
APEI,2019-11-12,amc
AVRO,2019-11-12,--
KIN,2019-11-12,amc
DTIL,2019-11-12,amc
BCEL,2019-11-12,--
BYSI,2019-11-12,--
MTEM,2019-11-12,--
FTSV,2019-11-12,--
VRAY,2019-11-12,amc
LAC,2019-11-12,--
GSV,2019-11-12,--
FCUV,2019-11-12,--
DSKE,2019-11-12,bmo
XGN,2019-11-12,amc
CUE,2019-11-12,--
AFMD,2019-11-12,bmo
CLPR,2019-11-12,amc
MRKR,2019-11-12,--
CALA,2019-11-12,amc
CDXC,2019-11-12,amc
HOOK,2019-11-12,amc
DYAI,2019-11-12,--
DZSI,2019-11-12,amc
RDHL,2019-11-12,--
CERC,2019-11-12,--
SLGL,2019-11-12,--
BREW,2019-11-12,amc
MBII,2019-11-12,amc
TTOO,2019-11-12,bmo
CYDY,2019-11-12,--
APTX,2019-11-12,--
MBIO,2019-11-12,--
NTIC,2019-11-12,--
SCPH,2019-11-12,--
HZN,2019-11-12,bmo
FENC,2019-11-12,--
PRTK,2019-11-12,amc
OCX,2019-11-12,--
AQMS,2019-11-12,amc
ICMB,2019-11-12,amc
GECC,2019-11-12,--
MDWD,2019-11-12,--
SSKN,2019-11-12,--
PTE,2019-11-12,amc
SCYX,2019-11-12,--
SYBX,2019-11-12,--
VCNX,2019-11-12,--
INAP,2019-11-12,bmo
TGEN,2019-11-12,--
NTWK,2019-11-12,bmo
OPNT,2019-11-12,amc
IEA,2019-11-12,bmo
CHRA,2019-11-12,--
ELMD,2019-11-12,amc
HTGM,2019-11-12,amc
MBRX,2019-11-12,--
CHAP,2019-11-12,bmo
ARDS,2019-11-12,--
BVXV,2019-11-12,--
ZOM,2019-11-12,--
QRHC,2019-11-12,--
HSDT,2019-11-12,bmo
DMAC,2019-11-12,--
MARK,2019-11-12,amc
POLA,2019-11-12,amc
INNT,2019-11-12,--
FCSC,2019-11-12,--
IDXG,2019-11-12,--
VTSI,2019-11-12,amc
ISR,2019-11-12,amc
EVOK,2019-11-12,--
RMED,2019-11-12,--
MDRR,2019-11-12,--
BOXL,2019-11-12,amc
SPHS,2019-11-12,--
VKIN,2019-11-12,--
EYEG,2019-11-12,--
DARE,2019-11-12,--
CLRB,2019-11-12,--
NTRP,2019-11-12,--
BURG,2019-11-12,--
STAF,2019-11-12,--
DYNT,2019-11-12,--
ONTX,2019-11-12,--
DMPI,2019-11-12,--
CGC,2019-11-13,--
CSCO,2019-11-13,amc
TCEHY,2019-11-13,--
NTAP,2019-11-13,amc
GOOS,2019-11-13,--
NBEV,2019-11-13,--
AEYE,2019-11-13,amc
VIPS,2019-11-13,--
SSYS,2019-11-13,bmo
NTES,2019-11-13,--
MTOR,2019-11-13,bmo
CRMD,2019-11-13,--
TTNP,2019-11-13,--
SA,2019-11-13,--
TSEM,2019-11-13,bmo
MBOT,2019-11-13,--
ARCO,2019-11-13,bmo
TNK,2019-11-13,amc
SPB,2019-11-13,bmo
GLAD,2019-11-13,amc
WTER,2019-11-13,bmo
BZH,2019-11-13,amc
TTEK,2019-11-13,amc
PXS,2019-11-13,--
CPA,2019-11-13,amc
PRSP,2019-11-13,amc
CAE,2019-11-13,bmo
TCOM,2019-11-13,amc
WUBA,2019-11-13,--
SMICY,2019-11-13,bmo
LK,2019-11-13,bmo
CBPO,2019-11-13,amc
LPL,2019-11-13,--
ENR,2019-11-13,bmo
BEST,2019-11-13,bmo
HI,2019-11-13,amc
CHNG,2019-11-13,amc
PING,2019-11-13,amc
TGP,2019-11-13,amc
QIWI,2019-11-13,--
ONE,2019-11-13,bmo
GFF,2019-11-13,--
STOK,2019-11-13,--
FVRR,2019-11-13,bmo
NVGS,2019-11-13,amc
SLP,2019-11-13,--
CYD,2019-11-13,bmo
AMEH,2019-11-13,--
REPL,2019-11-13,--
SILV,2019-11-13,--
MMX,2019-11-13,--
AVH,2019-11-13,--
BLU,2019-11-13,--
PRVL,2019-11-13,--
PSNL,2019-11-13,amc
CTK,2019-11-13,--
CASI,2019-11-13,--
EZPW,2019-11-13,--
PVT,2019-11-13,--
SRRK,2019-11-13,--
GRTS,2019-11-13,--
CATS,2019-11-13,--
ATTO,2019-11-13,amc
STRO,2019-11-13,--
MITO,2019-11-13,--
SMTS,2019-11-13,amc
PRTH,2019-11-13,amc
CTST,2019-11-13,--
ALYA,2019-11-13,bmo
EDAP,2019-11-13,amc
HROW,2019-11-13,amc
CYRN,2019-11-13,bmo
NBSE,2019-11-13,--
SANW,2019-11-13,bmo
ETTX,2019-11-13,--
SORL,2019-11-13,--
ALPN,2019-11-13,amc
BLNK,2019-11-13,--
HOTH,2019-11-13,--
EYEN,2019-11-13,amc
CSSE,2019-11-13,--
EAST,2019-11-13,--
ITRM,2019-11-13,--
USIO,2019-11-13,--
BRFH,2019-11-13,--
CLSN,2019-11-13,--
FSI,2019-11-13,--
XELB,2019-11-13,--
SLGG,2019-11-13,amc
APVO,2019-11-13,--
ALPE,2019-11-13,--
REED,2019-11-13,amc
FTEK,2019-11-13,amc
MNI,2019-11-13,bmo
MATN,2019-11-13,--
NETE,2019-11-13,--
QMCI,2019-11-13,--
CODX,2019-11-13,--
NAOV,2019-11-13,--
THMO,2019-11-13,--
DSS,2019-11-13,--
SPCB,2019-11-13,--
TENX,2019-11-13,--
TRIL,2019-11-13,--
PHIO,2019-11-13,--
EFOI,2019-11-13,bmo
INNV,2019-11-13,--
DFFN,2019-11-13,--
INLX,2019-11-13,--
NVDA,2019-11-14,amc
WMT,2019-11-14,bmo
AMAT,2019-11-14,amc
WB,2019-11-14,bmo
WIX,2019-11-14,bmo
NICE,2019-11-14,bmo
VIAB,2019-11-14,bmo
WPM,2019-11-14,amc
OSTK,2019-11-14,--
HP,2019-11-14,amc
ZYNE,2019-11-14,--
SPH,2019-11-14,bmo
RWLK,2019-11-14,--
SINA,2019-11-14,bmo
ONVO,2019-11-14,--
NGL,2019-11-14,--
TERP,2019-11-14,--
IGT,2019-11-14,bmo
NINOY,2019-11-14,--
OLP,2019-11-14,--
AUPH,2019-11-14,--
CBM,2019-11-14,--
SESN,2019-11-14,--
SID,2019-11-14,--
PGNX,2019-11-14,--
OMER,2019-11-14,--
KLIC,2019-11-14,amc
MGIC,2019-11-14,bmo
FSM,2019-11-14,--
SSDOY,2019-11-14,--
NSANY,2019-11-14,--
SBS,2019-11-14,--
AACAY,2019-11-14,--
DLB,2019-11-14,amc
BAK,2019-11-14,amc
GDS,2019-11-14,bmo
ALLK,2019-11-14,--
FTCH,2019-11-14,amc
TCDA,2019-11-14,--
DNLI,2019-11-14,--
GOSS,2019-11-14,--
OPRA,2019-11-14,bmo
ZEAL,2019-11-14,bmo
ANAB,2019-11-14,--
TRWH,2019-11-14,amc
DOVA,2019-11-14,--
TUFN,2019-11-14,bmo
MYOV,2019-11-14,--
MGTX,2019-11-14,--
TBIO,2019-11-14,--
STML,2019-11-14,--
CTRA,2019-11-14,bmo
MGTA,2019-11-14,--
REDU,2019-11-14,amc
ASMB,2019-11-14,--
RPAY,2019-11-14,amc
DGII,2019-11-14,amc
KRTX,2019-11-14,--
CNST,2019-11-14,--
TCRR,2019-11-14,--
CDZI,2019-11-14,--
ADMA,2019-11-14,--
RLGT,2019-11-14,--
DS,2019-11-14,--
AGLE,2019-11-14,--
AXU,2019-11-14,amc
OSMT,2019-11-14,--
LIQT,2019-11-14,bmo
AUG,2019-11-14,--
MEIP,2019-11-14,--
LCTX,2019-11-14,--
OVID,2019-11-14,--
JRSH,2019-11-14,--
CRWS,2019-11-14,--
CDTX,2019-11-14,--
KZR,2019-11-14,--
AGTC,2019-11-14,--
MOTS,2019-11-14,bmo
PSTI,2019-11-14,--
VBLT,2019-11-14,bmo
ARMP,2019-11-14,--
VJET,2019-11-14,amc
BCDA,2019-11-14,--
WYY,2019-11-14,amc
CFRX,2019-11-14,--
BLRX,2019-11-14,--
KMPH,2019-11-14,--
TOCA,2019-11-14,--
RGLS,2019-11-14,--
TTPH,2019-11-14,--
GOVX,2019-11-14,--
JD,2019-11-15,bmo
JCP,2019-11-15,bmo
FRO,2019-11-15,--
KOD,2019-11-15,--
FUV,2019-11-15,--
IMAC,2019-11-15,--
JD,2019-11-15,bmo
JCP,2019-11-15,bmo
FRO,2019-11-15,--
KOD,2019-11-15,--
FUV,2019-11-15,--
IMAC,2019-11-15,--
CCMP,2019-11-17,amc
BILI,2019-11-18,amc
CRMT,2019-11-18,amc
ASH,2019-11-18,amc
SOLO,2019-11-18,--
JACK,2019-11-18,--
ZTO,2019-11-18,amc
WWD,2019-11-18,amc
ASND,2019-11-18,amc
NUAN,2019-11-18,--
KRNT,2019-11-18,amc
GWGH,2019-11-18,--
SOL,2019-11-18,--
RIOT,2019-11-18,--
JAGX,2019-11-18,--
LMB,2019-11-18,--
AIRI,2019-11-18,--
HD,2019-11-19,bmo
TJX,2019-11-19,bmo
MDT,2019-11-19,bmo
KSS,2019-11-19,bmo
FL,2019-11-19,--
URBN,2019-11-19,amc
KEYS,2019-11-19,--
HRL,2019-11-19,--
CPB,2019-11-19,--
MMS,2019-11-19,bmo
SFL,2019-11-19,--
JKS,2019-11-19,bmo
BJ,2019-11-19,--
TDG,2019-11-19,bmo
CPRT,2019-11-19,--
PAGS,2019-11-19,amc
VNET,2019-11-19,--
DY,2019-11-19,--
SBLK,2019-11-19,--
ARMK,2019-11-19,bmo
NJR,2019-11-19,bmo
DAVA,2019-11-19,bmo
CAL,2019-11-19,--
DL,2019-11-19,amc
SNWV,2019-11-19,--
GNPX,2019-11-19,--
TGT,2019-11-20,bmo
LOW,2019-11-20,bmo
LB,2019-11-20,amc
SQM,2019-11-20,amc
SONO,2019-11-20,amc
PDD,2019-11-20,bmo
ALOT,2019-11-20,--
PFLT,2019-11-20,amc
LTM,2019-11-20,--
SR,2019-11-20,bmo
FANH,2019-11-20,amc
LZB,2019-11-20,amc
OCSL,2019-11-20,bmo
OCSI,2019-11-20,bmo
IFRX,2019-11-20,--
M,2019-11-21,bmo
SPLK,2019-11-21,amc
JWN,2019-11-21,amc
SCVL,2019-11-21,--
ROST,2019-11-21,amc
MANU,2019-11-21,--
INTU,2019-11-21,amc
PSTG,2019-11-21,amc
WSM,2019-11-21,--
GPS,2019-11-21,amc
STNE,2019-11-21,amc
DDS,2019-11-21,--
DLNG,2019-11-21,--
GLOB,2019-11-21,--
BERY,2019-11-21,bmo
BKHYY,2019-11-21,--
AVAL,2019-11-21,--
POST,2019-11-21,amc
BRC,2019-11-21,bmo
CUB,2019-11-21,--
BV,2019-11-21,bmo
MATW,2019-11-21,--
WAIR,2019-11-21,--
AGRO,2019-11-21,--
MESO,2019-11-21,--
HAYN,2019-11-21,--
PNNT,2019-11-21,amc
SUPV,2019-11-21,--
RGCO,2019-11-21,--
DLA,2019-11-21,amc
EQ,2019-11-21,--
SLNO,2019-11-21,--
BPTH,2019-11-21,--
EDRY,2019-11-21,--
HTBX,2019-11-21,--
ESEA,2019-11-21,--
