,symbol,sector,industry
2580,NSPR,Healthcare,Medical Devices
2581,NSSC,Industrials,Security & Protection Services
2582,NSTG,Healthcare,Biotechnology
2583,NSU,NULL,NULL
2584,NTAP,Technology,Data Storage
2585,NTB,Financial Services,Banks - Global
2586,NTCT,Technology,Software - Application
2587,NTES,Technology,Internet Content & Information
2588,NTGR,Technology,Communication Equipment
2589,NTIC,Basic Materials,Specialty Chemicals
2590,NTIOF,Financial Services,Banks - Global
2591,NTN,Consumer Cyclical,Broadcasting - TV
2592,NTNX,Technology,Software - Infrastructure
2593,NTR,Basic Materials,Agricultural Inputs
2594,NTRA,Healthcare,Diagnostics & Research
2595,NTRI,NULL,NULL
2596,NTRS,Financial Services,Asset Management
2597,NTWK,Technology,Software - Application
2598,NUAN,Technology,Software - Application
2599,NUE,Basic Materials,Steel
2600,NURO,Healthcare,Medical Instruments & Supplies
2601,NUS,Consumer Defensive,Household & Personal Products
2602,NUVA,Healthcare,Medical Devices
2603,NVAX,Healthcare,Biotechnology
2604,NVCN,Healthcare,Medical Devices
2605,NVCR,,
2606,NVDA,Technology,Semiconductors
2607,NVEC,Technology,Semiconductors
2608,NVEE,Industrials,Engineering & Construction
2609,NVGS,Industrials,Shipping & Ports
2610,NVIV,Healthcare,Biotechnology
2611,NVLN,NULL,NULL
2612,NVMI,Technology,Semiconductor Equipment & Materials
2613,NVO,Healthcare,Biotechnology
2614,NVR,Consumer Cyclical,Residential Construction
2615,NVRO,Healthcare,Medical Devices
2616,NVS,Healthcare,Drug Manufacturers - Major
2617,NVT,Technology,Electronic Components
2618,NVTA,Healthcare,Diagnostics & Research
2619,NVTR,Healthcare,Medical Devices
2620,NWBI,Financial Services,Savings & Cooperative Banks
2621,NWE,Utilities,Utilities - Diversified
2622,NWHM,Consumer Cyclical,Residential Construction
2623,NWL,Consumer Defensive,Household & Personal Products
2624,NWN,Utilities,Utilities - Regulated Gas
2625,NWPX,Industrials,Metal Fabrication
2626,NWS,Consumer Cyclical,Broadcasting - TV
2627,NWSA,Consumer Cyclical,Broadcasting - TV
2628,NX,Basic Materials,Building Materials
2629,NXEO,NULL,NULL
2630,NXPI,Technology,Semiconductors
2631,NXRT,Real Estate,REIT - Residential
2632,NXST,Consumer Cyclical,Broadcasting - TV
2633,NXTM,NULL,NULL
2634,NYCB,Financial Services,Banks - Regional - US
2635,NYMT,Real Estate,REIT - Residential
2636,NYT,Consumer Cyclical,Publishing
2637,O,Real Estate,REIT - Retail
2638,OAK,NULL,NULL
2639,OAS,Energy,Oil & Gas E&P
2640,OBE,Energy,Oil & Gas E&P
2641,OBLN,Healthcare,Medical Devices
2642,OBNK,Financial Services,Banks - Regional - US
2643,OBSV,Healthcare,Biotechnology
2644,OC,Basic Materials,Building Materials
2645,OCFC,Financial Services,Savings & Cooperative Banks
2646,OCN,Financial Services,Specialty Finance
2647,OCPNY,Healthcare,Medical Instruments & Supplies
2648,OCSI,Financial Services,Asset Management
2649,OCSL,Financial Services,Credit Services
2650,OCUL,Healthcare,Biotechnology
2651,OCX,Healthcare,Biotechnology
2652,ODFL,Industrials,Trucking
2653,ODP,Consumer Cyclical,Specialty Retail
2654,ODT,Healthcare,Biotechnology
2655,OEC,Basic Materials,Specialty Chemicals
2656,OESX,Technology,Electronic Components
2657,OFC,Real Estate,REIT - Office
2658,OFG,Financial Services,Banks - Regional - US
2659,OFIX,Healthcare,Medical Devices
2660,OFS,Financial Services,Asset Management
2661,OGE,Utilities,Utilities - Regulated Electric
2662,OGS,Utilities,Utilities - Regulated Gas
2663,OHAI,Financial Services,Asset Management
2664,OHI,Real Estate,REIT - Healthcare Facilities
2665,OHRP,NULL,NULL
2666,OI,Consumer Cyclical,Packaging & Containers
2667,OII,Energy,Oil & Gas Equipment & Services
2668,OIIM,Technology,Electronic Components
2669,OIS,Energy,Oil & Gas Equipment & Services
2670,OKE,Energy,Oil & Gas Midstream
2671,OKTA,Technology,Software - Infrastructure
2672,OLBK,Financial Services,Banks - Regional - US
2673,OLED,Technology,Semiconductor Equipment & Materials
2674,OLLI,Consumer Defensive,Discount Stores
2675,OLN,Basic Materials,Specialty Chemicals
2676,OLP,Real Estate,REIT - Diversified
2677,OMAB,Industrials,Airports & Air Services
2678,OMC,Consumer Cyclical,Advertising Agencies
2679,OMCL,Technology,Health Information Services
2680,OMED,NULL,NULL
2681,OMER,Healthcare,Biotechnology
2682,OMEX,Industrials,Business Services
2683,OMF,Financial Services,Credit Services
2684,OMI,Healthcare,Medical Distribution
2685,OMN,Basic Materials,Specialty Chemicals
2686,OMP,Energy,Oil & Gas Midstream
2687,ON,Technology,Semiconductors
2688,ONB,Financial Services,Banks - Regional - US
2689,ONCE,Healthcare,Biotechnology
2690,ONCS,Healthcare,Biotechnology
2691,ONCY,Healthcare,Biotechnology
2692,ONDK,Financial Services,Credit Services
2693,ONE,Consumer Defensive,Education & Training Services
2694,ONTX,Healthcare,Biotechnology
2695,ONVO,Healthcare,Diagnostics & Research
2696,OOMA,Communication Services,Telecom Services
2697,OPB,Financial Services,Banks - Regional - US
2698,OPGN,Healthcare,Diagnostics & Research
2699,OPHT,NULL,NULL
2700,OPI,Real Estate,REIT - Office
2701,OPK,Healthcare,Drug Manufacturers - Specialty & Generic
2702,OPNT,Healthcare,Biotechnology
2703,OPRX,Technology,Health Information Services
2704,OPTN,Healthcare,Drug Manufacturers - Specialty & Generic
2705,OPTT,Industrials,Diversified Industrials
2706,OR,Basic Materials,Gold
2707,ORA,Utilities,Utilities - Independent Power Producers
2708,ORBC,Communication Services,Telecom Services
2709,ORBK,NULL,NULL
2710,ORC,Real Estate,REIT - Diversified
2711,ORCL,Technology,Software - Infrastructure
2712,ORGO,Healthcare,Drug Manufacturers - Specialty & Generic
2713,ORI,Financial Services,Insurance - Diversified
2714,ORIT,Financial Services,Banks - Regional - US
2715,ORLY,Consumer Cyclical,Specialty Retail
2716,ORN,Industrials,Engineering & Construction
2717,ORPN,NULL,NULL
2718,ORRF,Financial Services,Banks - Regional - US
2719,OSB,Basic Materials,Lumber & Wood Production
2720,OSBC,Financial Services,Banks - Regional - US
2721,OSIR,NULL,NULL
2722,OSIS,Technology,Electronic Components
2723,OSK,Industrials,Truck Manufacturing
2724,OSMT,Healthcare,Biotechnology
2725,OSPN,Technology,Software - Application
2726,OSS,Technology,Computer Systems
2727,OSTK,Consumer Cyclical,Specialty Retail
2728,OSUR,Healthcare,Medical Instruments & Supplies
2729,OTEX,Technology,Software - Application
2730,OTIC,Healthcare,Biotechnology
2731,OTIV,NULL,NULL
2732,OTTR,Utilities,Utilities - Diversified
2733,OUT,Real Estate,REIT - Diversified
2734,OVID,Healthcare,Biotechnology
2735,OXFD,Healthcare,Diagnostics & Research
2736,OXM,Consumer Cyclical,Apparel Manufacturing
2737,OXY,Energy,Oil & Gas E&P
2738,OZK,Financial Services,Banks - Regional - US
2739,OZM,NULL,NULL
2740,P,NULL,NULL
2741,PAA,Energy,Oil & Gas Midstream
2742,PAAS,Basic Materials,Silver
2743,PAC,Industrials,Airports & Air Services
2744,PACB,Healthcare,Diagnostics & Research
2745,PACD,Energy,Oil & Gas Drilling
2746,PACW,Financial Services,Banks - Regional - US
2747,PAG,Consumer Cyclical,Auto & Truck Dealerships
2748,PAGP,Energy,Oil & Gas Midstream
2749,PAGS,Technology,Software - Infrastructure
2750,PAH,NULL,NULL
2751,PAHC,Healthcare,Drug Manufacturers - Specialty & Generic
2752,PAM,Utilities,Utilities - Regulated Electric
2753,PANL,Industrials,Shipping & Ports
2754,PANW,Technology,Software - Application
2755,PAR,Technology,Software - Application
2756,PARR,Energy,Oil & Gas Refining & Marketing
2757,PATK,Consumer Cyclical,Home Furnishings & Fixtures
2758,PAVM,Healthcare,Medical Devices
2759,PAYC,Technology,Software - Application
2760,PAYS,Industrials,Business Services
2761,PAYX,Industrials,Business Services
2762,PB,Financial Services,Banks - Regional - US
2763,PBA,Energy,Oil & Gas Midstream
2764,PBCT,Financial Services,Banks - Regional - US
2765,PBF,Energy,Oil & Gas Refining & Marketing
2766,PBFX,Energy,Oil & Gas Midstream
2767,PBH,Healthcare,Medical Distribution
2768,PBI,Industrials,Business Equipment
2769,PBIO,Healthcare,Medical Devices
2770,PBPB,Consumer Cyclical,Restaurants
2771,PBR,Energy,Oil & Gas Integrated
2772,PBR.A,NULL,NULL
2773,PBYI,Healthcare,Biotechnology
2774,PCAR,Industrials,Truck Manufacturing
2775,PCB,Financial Services,Banks - Regional - US
2776,PCG,Utilities,Utilities - Regulated Electric
2777,PCH,Real Estate,REIT - Diversified
2778,PCMI,NULL,NULL
2779,PCOM,Technology,Internet Content & Information
2780,PCRX,Healthcare,Drug Manufacturers - Specialty & Generic
2781,PCTI,Technology,Communication Equipment
2782,PCTY,Technology,Software - Application
2783,PCYG,Technology,Software - Application
2784,PCYO,Utilities,Utilities - Regulated Water
2785,PDCE,Energy,Oil & Gas E&P
2786,PDCO,Healthcare,Medical Distribution
2787,PDD,Consumer Cyclical,Specialty Retail
2788,PDFS,Technology,Software - Application
2789,PDLI,Healthcare,Biotechnology
2790,PDM,Real Estate,REIT - Office
2791,PDS,Energy,Oil & Gas Drilling
2792,PDVW,NULL,NULL
2793,PE,Energy,Oil & Gas E&P
2794,PEB,Real Estate,REIT - Hotel & Motel
2795,PEBO,Financial Services,Banks - Regional - US
2796,PEG,Utilities,Utilities - Diversified
2797,PEGA,Technology,Software - Application
2798,PEGI,Utilities,Utilities - Independent Power Producers
2799,PEI,Real Estate,REIT - Retail
2800,PEIX,Energy,Oil & Gas Refining & Marketing
2801,PEN,Healthcare,Medical Devices
2802,PENN,Consumer Cyclical,Resorts & Casinos
2803,PEP,Consumer Defensive,Beverages - Soft Drinks
2804,PERI,Technology,Internet Content & Information
2805,PES,NULL,NULL
2806,PESI,Industrials,Waste Management
2807,PETQ,Healthcare,Drug Manufacturers - Specialty & Generic
2808,PETS,Consumer Defensive,Pharmaceutical Retailers
2809,PETX,NULL,NULL
2810,PFBC,Financial Services,Banks - Regional - US
2811,PFE,Healthcare,Drug Manufacturers - Major
2812,PFG,Financial Services,Insurance - Diversified
2813,PFGC,Consumer Defensive,Food Distribution
2814,PFIE,Energy,Oil & Gas Equipment & Services
2815,PFLT,Financial Services,Asset Management
2816,PFMT,Industrials,Business Services
2817,PFNX,Healthcare,Biotechnology
2818,PFPT,Technology,Software - Infrastructure
2819,PFS,Financial Services,Savings & Cooperative Banks
2820,PFSI,Financial Services,Specialty Finance
2821,PFSW,Industrials,Business Services
2822,PG,Consumer Defensive,Household & Personal Products
2823,PGC,Financial Services,Banks - Regional - US
2824,PGNX,Healthcare,Biotechnology
2825,PGR,Financial Services,Insurance - Property & Casualty
2826,PGRE,Real Estate,REIT - Office
2827,PGTI,Basic Materials,Building Materials
2828,PH,Industrials,Diversified Industrials
2829,PHAS,Healthcare,Biotechnology
2830,PHG,Healthcare,Diagnostics & Research
2831,PHM,Consumer Cyclical,Residential Construction
2832,PHX,Energy,Oil & Gas E&P
2833,PI,Technology,Electronic Components
2834,PII,Consumer Cyclical,Recreational Vehicles
2835,PINC,Technology,Health Information Services
2836,PINS,Technology,Internet Content & Information
2837,PIR,Consumer Cyclical,Specialty Retail
2838,PIRS,Healthcare,Biotechnology
2839,PIXY,Industrials,Staffing & Outsourcing Services
2840,PJC,Financial Services,Asset Management
2841,PJT,Financial Services,Capital Markets
2842,PK,Real Estate,REIT - Hotel & Motel
2843,PKBK,Financial Services,Banks - Regional - US
2844,PKE,Industrials,Aerospace & Defense
2845,PKG,Consumer Cyclical,Packaging & Containers
2846,PKI,Healthcare,Diagnostics & Research
2847,PKOH,Industrials,Industrial Distribution
2848,PLAB,Technology,Semiconductor Equipment & Materials
2849,PLAN,Technology,Software - Infrastructure
2850,PLAY,Consumer Cyclical,Restaurants
2851,PLCE,Consumer Cyclical,Apparel Stores
2852,PLD,Real Estate,REIT - Industrial
2853,PLG,Basic Materials,Industrial Metals & Minerals
2854,PLL,Basic Materials,Industrial Metals & Minerals
2855,PLMR,Financial Services,Insurance - Property & Casualty
2856,PLNT,Consumer Cyclical,Leisure
2857,PLOW,Consumer Cyclical,Auto Parts
2858,PLSE,Healthcare,Medical Instruments & Supplies
2859,PLT,Technology,Communication Equipment
2860,PLUG,Technology,Electronic Components
2861,PLUS,Technology,Software - Application
2862,PLX,Healthcare,Biotechnology
2863,PLXP,Healthcare,Drug Manufacturers - Specialty & Generic
2864,PLXS,Technology,Contract Manufacturers
2865,PLYA,Consumer Cyclical,Resorts & Casinos
2866,PLYM,Real Estate,REIT - Industrial
2867,PM,Consumer Defensive,Tobacco
2868,PMBC,Financial Services,Banks - Regional - US
2869,PMT,Real Estate,REIT - Diversified
2870,PMTS,Industrials,Business Equipment
2871,PNC,Financial Services,Banks - Regional - US
2872,PNFP,Financial Services,Banks - Regional - US
2873,PNM,Utilities,Utilities - Regulated Electric
2874,PNNT,Financial Services,Asset Management
2875,PNR,Industrials,Diversified Industrials
2876,PNTR,NULL,NULL
2877,PNW,Utilities,Utilities - Regulated Electric
2878,PODD,Healthcare,Medical Devices
2879,POL,Basic Materials,Specialty Chemicals
2880,POLA,Industrials,Diversified Industrials
2881,POOL,Consumer Cyclical,Leisure
2882,POR,Utilities,Utilities - Regulated Electric
2883,POST,Consumer Defensive,Packaged Foods
2884,POWI,Technology,Semiconductors
2885,POWL,Industrials,Diversified Industrials
2886,PPBI,Financial Services,Banks - Regional - US
2887,PPC,Consumer Defensive,Packaged Foods
2888,PPDF,Financial Services,Credit Services
2889,PPG,Basic Materials,Specialty Chemicals
2890,PPL,Utilities,Utilities - Regulated Electric
2891,PPSI,Technology,Electronic Components
2892,PQG,Basic Materials,Specialty Chemicals
2893,PRA,Financial Services,Insurance - Property & Casualty
2894,PRAA,Financial Services,Credit Services
2895,PRAH,Healthcare,Diagnostics & Research
2896,PRCP,Technology,Scientific & Technical Instruments
2897,PRFT,Technology,Information Technology Services
2898,PRGO,Healthcare,Drug Manufacturers - Specialty & Generic
2899,PRGS,Technology,Software - Application
2900,PRGX,Industrials,Business Services
2901,PRI,Financial Services,Insurance - Life
2902,PRIM,Industrials,Engineering & Construction
2903,PRK,Financial Services,Banks - Regional - US
2904,PRKR,Technology,Semiconductors
2905,PRLB,Industrials,Metal Fabrication
2906,PRMW,Consumer Defensive,Beverages - Soft Drinks
2907,PRNB,Healthcare,Biotechnology
2908,PRO,Technology,Software - Application
2909,PROV,Financial Services,Savings & Cooperative Banks
2910,PRPL,Consumer Cyclical,Home Furnishings & Fixtures
2911,PRQR,Healthcare,Biotechnology
2912,PRSC,Healthcare,Medical Care
2913,PRSP,Technology,Information Technology Services
2914,PRTA,Healthcare,Biotechnology
2915,PRTK,Healthcare,Biotechnology
2916,PRTO,Healthcare,Biotechnology
2917,PRTS,Consumer Cyclical,Specialty Retail
2918,PRTY,Consumer Cyclical,Specialty Retail
2919,PRU,Financial Services,Insurance - Life
2920,PRVB,Healthcare,Biotechnology
2921,PS,Technology,Software - Application
2922,PSA,Real Estate,REIT - Industrial
2923,PSB,Real Estate,REIT - Diversified
2924,PSDO,Technology,Information Technology Services
2925,PSEC,Financial Services,Asset Management
2926,PSMT,Consumer Defensive,Discount Stores
2927,PSN,Industrials,Diversified Industrials
2928,PSNL,Healthcare,Biotechnology
2929,PSTG,Technology,Data Storage
2930,PSTI,Healthcare,Biotechnology
2931,PSX,Energy,Oil & Gas Refining & Marketing
2932,PSXP,Energy,Oil & Gas Midstream
2933,PTC,Technology,Software - Application
2934,PTCT,Healthcare,Biotechnology
2935,PTE,Healthcare,Biotechnology
2936,PTEN,Energy,Oil & Gas Drilling
2937,PTGX,Healthcare,Biotechnology
2938,PTI,Healthcare,Biotechnology
2939,PTIE,NULL,NULL
2940,PTLA,Healthcare,Biotechnology
2941,PTN,Healthcare,Biotechnology
2942,PTNR,Communication Services,Telecom Services
2943,PTX,NULL,NULL
2944,PUB,Financial Services,Banks - Regional - US
2945,PUMP,Energy,Oil & Gas Equipment & Services
2946,PVAC,Energy,Oil & Gas E&P
2947,PVG,Basic Materials,Gold
2948,PVH,Consumer Cyclical,Apparel Manufacturing
2949,PVL,Energy,Oil & Gas E&P
2950,PVTL,Technology,Software - Application
2951,PWR,Industrials,Engineering & Construction
2952,PXD,Energy,Oil & Gas E&P
2953,PXLW,Technology,Semiconductors
2954,PXS,Industrials,Shipping & Ports
2955,PYDS,NULL,NULL
2956,PYPL,Financial Services,Credit Services
2957,PZN,Financial Services,Asset Management
2958,PZZA,Consumer Cyclical,Restaurants
2959,QADA,Technology,Software - Application
2960,QADB,Technology,Software - Application
2961,QBAK,Technology,Electronic Components
2962,QCOM,Technology,Semiconductors
2963,QCRH,Financial Services,Banks - Regional - US
2964,QD,Financial Services,Credit Services
2965,QDEL,Healthcare,Diagnostics & Research
2966,QEP,Energy,Oil & Gas Integrated
2967,QES,Energy,Oil & Gas Equipment & Services
2968,QGEN,Healthcare,Diagnostics & Research
2969,QHC,Healthcare,Medical Care
2970,QIWI,Financial Services,Credit Services
2971,QLYS,Technology,Software - Application
2972,QNST,Consumer Cyclical,Advertising Agencies
2973,QRHC,Industrials,Waste Management
2974,QRTEA,Consumer Cyclical,Specialty Retail
2975,QRVO,Technology,Semiconductors
2976,QSR,Consumer Cyclical,Restaurants
2977,QTNA,NULL,NULL
2978,QTNT,Healthcare,Diagnostics & Research
2979,QTRH,Technology,Communication Equipment
2980,QTRX,Healthcare,Biotechnology
2981,QTS,Real Estate,REIT - Industrial
2982,QTT,Technology,Internet Content & Information
2983,QTWO,Technology,Software - Application
2984,QUAD,Industrials,Business Services
2985,QUIK,Technology,Semiconductors
2986,QUMU,Technology,Software - Application
2987,QUOT,Consumer Cyclical,Marketing Services
2988,QURE,Healthcare,Biotechnology
2989,R,Industrials,Rental & Leasing Services
2990,RACE,Consumer Cyclical,Auto Manufacturers
2991,RAD,Consumer Defensive,Pharmaceutical Retailers
2992,RAIL,Industrials,Railroads
2993,RAMP,Technology,Information Technology Services
2994,RARE,Healthcare,Biotechnology
2995,RAVN,Industrials,Diversified Industrials
2996,RBA,Industrials,Business Services
2997,RBB,Financial Services,Banks - Regional - US
2998,RBBN,Communication Services,Telecom Services
2999,RBC,Industrials,Diversified Industrials
3000,RBCAA,Financial Services,Banks - Regional - US
3001,RBCN,Technology,Semiconductor Equipment & Materials
3002,RBNC,Financial Services,Banks - Regional - US
3003,RBS,Financial Services,Banks - Global
3004,RC,Real Estate,REIT - Diversified
3005,RCI,Communication Services,Telecom Services
3006,RCII,Industrials,Rental & Leasing Services
3007,RCKY,Consumer Cyclical,Footwear & Accessories
3008,RCL,Consumer Cyclical,Leisure
3009,RCM,Technology,Health Information Services
3010,RCMT,Industrials,Engineering & Construction
3011,RDC,NULL,NULL
3012,RDCM,Communication Services,Telecom Services
3013,RDFN,Real Estate,Real Estate Services
3014,RDHL,Healthcare,Biotechnology
3015,RDI,Consumer Cyclical,Media - Diversified
3016,RDN,Financial Services,Insurance - Specialty
3017,RDNT,Healthcare,Diagnostics & Research
3018,RDS.A,NULL,NULL
3019,RDSMY,Basic Materials,Specialty Chemicals
3020,RDUS,Healthcare,Drug Manufacturers - Specialty & Generic
3021,RDWR,Technology,Software - Infrastructure
3022,RDY,Healthcare,Drug Manufacturers - Specialty & Generic
3023,RE,Financial Services,Insurance - Reinsurance
3024,REAL,Consumer Cyclical,Specialty Retail
3025,RECN,Industrials,Business Services
3026,REDU,Consumer Defensive,Education & Training Services
3027,REED,Consumer Defensive,Beverages - Soft Drinks
3028,REFR,Technology,Electronic Components
3029,REG,Real Estate,REIT - Retail
3030,REGI,Energy,Oil & Gas Refining & Marketing
3031,REGN,Healthcare,Biotechnology
3032,REI,Energy,Oil & Gas E&P
3033,RELL,Technology,Electronic Components
3034,REN,NULL,NULL
3035,RENN,Consumer Cyclical,Auto & Truck Dealerships
3036,REPH,Healthcare,Biotechnology
3037,REPL,Healthcare,Biotechnology
3038,RES,Energy,Oil & Gas Equipment & Services
3039,RESI,Real Estate,REIT - Residential
3040,RESN,Technology,Semiconductors
3041,RETA,Healthcare,Biotechnology
3042,REV,Consumer Defensive,Household & Personal Products
3043,REVG,Consumer Cyclical,Recreational Vehicles
3044,REX,Energy,Oil & Gas Refining & Marketing
3045,REXR,Real Estate,REIT - Industrial
3046,REZI,Industrials,Security & Protection Services
3047,RF,Financial Services,Banks - Regional - US
3048,RFIL,Technology,Electronic Components
3049,RFP,Basic Materials,Paper & Paper Products
3050,RGA,Financial Services,Insurance - Reinsurance
3051,RGCO,Utilities,Utilities - Regulated Gas
3052,RGEN,Healthcare,Biotechnology
3053,RGLD,Basic Materials,Gold
3054,RGLS,Healthcare,Biotechnology
3055,RGNX,Healthcare,Biotechnology
3056,RGR,Industrials,Aerospace & Defense
3057,RGS,Consumer Cyclical,Personal Services
3058,RGSE,Technology,Solar
3059,RH,Consumer Cyclical,Specialty Retail
3060,RHI,Industrials,Staffing & Outsourcing Services
3061,RHP,Real Estate,REIT - Hotel & Motel
3062,RHT,NULL,NULL
3063,RIBT,Consumer Defensive,Packaged Foods
3064,RICK,Consumer Cyclical,Restaurants
3065,RIG,Energy,Oil & Gas Drilling
3066,RIGL,Healthcare,Biotechnology
3067,RIOT,Financial Services,Capital Markets
3068,RJF,Financial Services,Capital Markets
3069,RKDA,Basic Materials,Agricultural Inputs
3070,RL,Consumer Cyclical,Apparel Manufacturing
3071,RLGT,Industrials,Integrated Shipping & Logistics
3072,RLGY,Real Estate,Real Estate Services
3073,RLH,Consumer Cyclical,Lodging
3074,RLI,Financial Services,Insurance - Property & Casualty
3075,RLJ,Real Estate,REIT - Hotel & Motel
3076,RM,Financial Services,Credit Services
3077,RMAX,Real Estate,Real Estate Services
3078,RMBL,Consumer Cyclical,Specialty Retail
3079,RMBS,Technology,Semiconductor Memory
3080,RMCF,Consumer Defensive,Confectioners
3081,RMD,Healthcare,Medical Instruments & Supplies
3082,RMED,Healthcare,Medical Devices
3083,RMNI,Technology,Software - Application
3084,RMR,Real Estate,Real Estate Services
3085,RMTI,Healthcare,Drug Manufacturers - Major
3086,RNET,Energy,Oil & Gas Equipment & Services
3087,RNG,Technology,Software - Application
3088,RNGR,Energy,Oil & Gas Equipment & Services
3089,RNN,NULL,NULL
3090,RNR,Financial Services,Insurance - Reinsurance
3091,RNST,Financial Services,Banks - Regional - US
3092,RNWK,Technology,Electronic Gaming & Multimedia
3093,ROAD,Industrials,Engineering & Construction
3094,ROAN,Energy,Oil & Gas E&P
3095,ROCK,Basic Materials,Building Materials
3096,ROG,Technology,Electronic Components
3097,ROIC,Real Estate,REIT - Retail
3098,ROK,Industrials,Diversified Industrials
3099,ROKU,Communication Services,Pay TV
3100,ROL,Consumer Cyclical,Personal Services
3101,ROLL,Industrials,Tools & Accessories
3102,ROP,Industrials,Diversified Industrials
3103,ROSE,Energy,Oil & Gas E&P
3104,ROST,Consumer Cyclical,Apparel Stores
3105,ROX,NULL,NULL
3106,ROYT,Energy,Oil & Gas E&P
3107,RP,Technology,Software - Application
3108,RPAI,Real Estate,REIT - Retail
3109,RPD,Technology,Software - Application
3110,RPM,Basic Materials,Specialty Chemicals
3111,RPT,Real Estate,REIT - Retail
3112,RRC,Energy,Oil & Gas E&P
3113,RRD,Industrials,Business Services
3114,RRGB,Consumer Cyclical,Restaurants
3115,RRR,Consumer Cyclical,Resorts & Casinos
3116,RRTS,Industrials,Trucking
3117,RS,Basic Materials,Steel
3118,RSG,Industrials,Waste Management
3119,RST,Technology,Software - Application
3120,RTEC,NULL,NULL
3121,RTIX,Healthcare,Medical Devices
3122,RTN,Industrials,Aerospace & Defense
3123,RTRX,Healthcare,Biotechnology
3124,RUBI,Technology,Software - Infrastructure
3125,RUBY,Healthcare,Biotechnology
3126,RUN,Technology,Solar
3127,RUSHA,Consumer Cyclical,Auto & Truck Dealerships
3128,RUTH,Consumer Cyclical,Restaurants
3129,RVLT,Technology,Electronic Components
3130,RVLV,Consumer Cyclical,Specialty Retail
3131,RVNC,Healthcare,Biotechnology
3132,RVSB,Financial Services,Banks - Regional - US
3133,RWLK,Healthcare,Medical Devices
3134,RWT,Real Estate,REIT - Diversified
3135,RXN,Industrials,Diversified Industrials
3136,RY,Financial Services,Banks - Global
3137,RYAAY,Industrials,Airlines
3138,RYAM,Basic Materials,Chemicals
3139,RYB,Consumer Defensive,Education & Training Services
3140,RYI,Industrials,Metal Fabrication
3141,RYN,Basic Materials,Lumber & Wood Production
3142,S,Communication Services,Telecom Services
3143,SABR,Technology,Information Technology Services
3144,SAEX,Energy,Oil & Gas Equipment & Services
3145,SAFE,Real Estate,REIT - Diversified
3146,SAFM,Consumer Defensive,Packaged Foods
3147,SAFT,Financial Services,Insurance - Property & Casualty
3148,SAGE,Healthcare,Biotechnology
3149,SAH,Consumer Cyclical,Auto & Truck Dealerships
3150,SAIA,Industrials,Trucking
3151,SAIC,Technology,Information Technology Services
3152,SAIL,Technology,Software - Infrastructure
3153,SALM,Consumer Cyclical,Broadcasting - Radio
3154,SALT,Industrials,Shipping & Ports
3155,SAM,Consumer Defensive,Beverages - Brewers
3156,SAMG,Financial Services,Asset Management
3157,SAND,Basic Materials,Gold
3158,SANM,Technology,Electronic Components
3159,SANW,Consumer Defensive,Farm Products
3160,SAP,Technology,Software - Application
3161,SAR,Financial Services,Asset Management
3162,SASR,Financial Services,Banks - Regional - US
3163,SATS,Technology,Communication Equipment
3164,SAUC,Consumer Cyclical,Restaurants
3165,SAVE,Industrials,Airlines
3166,SB,Industrials,Shipping & Ports
3167,SBAC,Real Estate,REIT - Diversified
3168,SBBP,Healthcare,Biotechnology
3169,SBCF,Financial Services,Banks - Regional - US
3170,SBFG,Financial Services,Banks - Regional - US
3171,SBGI,Consumer Cyclical,Broadcasting - TV
3172,SBH,Consumer Cyclical,Specialty Retail
3173,SBLK,Industrials,Shipping & Ports
3174,SBNY,Financial Services,Banks - Regional - US
3175,SBOT,NULL,NULL
3176,SBOW,Energy,Oil & Gas E&P
3177,SBPH,Healthcare,Biotechnology
3178,SBRA,Real Estate,REIT - Healthcare Facilities
3179,SBS,Utilities,Utilities - Regulated Water
3180,SBSI,Financial Services,Banks - Regional - US
3181,SBT,Financial Services,Banks - Regional - US
3182,SBUX,Consumer Cyclical,Restaurants
3183,SC,Financial Services,Credit Services
3184,SCCO,Basic Materials,Copper
3185,SCHL,Consumer Cyclical,Publishing
3186,SCHN,Basic Materials,Steel
3187,SCHW,Financial Services,Capital Markets
3188,SCI,Consumer Cyclical,Personal Services
3189,SCL,Basic Materials,Specialty Chemicals
3190,SCM,Financial Services,Asset Management
3191,SCON,Technology,Semiconductor Equipment & Materials
3192,SCOR,Consumer Cyclical,Advertising Agencies
3193,SCPH,Healthcare,Biotechnology
3194,SCS,Industrials,Business Equipment
3195,SCSC,Technology,Computer Distribution
3196,SCVL,Consumer Cyclical,Apparel Stores
3197,SCWX,Technology,Software - Application
3198,SCYX,Healthcare,Drug Manufacturers - Specialty & Generic
3199,SD,Energy,Oil & Gas E&P
3200,SDLP,NULL,NULL
3201,SDPI,Energy,Oil & Gas Equipment & Services
3202,SDRL,Energy,Oil & Gas Drilling
3203,SE,Technology,Electronic Gaming & Multimedia
3204,SEAC,Technology,Software - Application
3205,SEAS,Consumer Cyclical,Leisure
3206,SECO,Consumer Cyclical,Specialty Retail
3207,SEDG,Technology,Solar
3208,SEE,Consumer Cyclical,Packaging & Containers
3209,SEEL,Healthcare,Biotechnology
3210,SEIC,Financial Services,Asset Management
3211,SELB,Healthcare,Biotechnology
3212,SEM,Healthcare,Medical Care
3213,SEMG,Energy,Oil & Gas Midstream
3214,SENS,Healthcare,Diagnostics & Research
3215,SERV,Industrials,Business Services
